User ID,Hotel ID,Ratings,Satisfaction,Staff,Facilities,Cleanliness,Comfort,Value for money,Location,Free Wifi
5006,455,8.5,3,9.35,7.68,7.73,7.82,9.14,7.81,9.85
5007,456,8.4,1,9.9,8.34,8.07,8.33,8.28,7.73,8.03
5008,457,8.7,1,9.12,8.37,8.1,8.61,9.02,8.84,9.04
5009,458,8.4,1,9.56,9.72,8.78,7.69,7.79,7.75,7.86
5010,459,8.7,1,8.53,9.33,8.56,9.57,7.87,9.04,8.15
5011,460,8.4,2,7.92,9.17,7.11,8.26,7.87,9.17,9.4
5012,461,8.0,1,7.09,8.2,9.19,7.18,8.67,7.71,7.99
5013,462,8.7,2,9.76,9.15,8.28,8.5,9.83,7.28,8.23
5014,463,7.8,2,7.08,7.3,8.7,9.32,7.96,7.23,7.27
5015,464,8.4,4,9.12,8.06,9.22,8.5,7.77,8.68,7.21
5016,465,9.0,3,9.91,9.76,7.64,7.16,9.66,8.53,9.99
5017,466,8.2,1,8.31,7.26,7.31,9.11,9.88,7.19,8.13
5018,467,8.6,5,7.2,8.08,9.56,8.62,9.69,9.27,8.1
5019,468,8.6,4,9.4,8.65,8.85,9.07,7.67,7.63,8.62
5020,469,8.5,5,7.49,9.68,7.8,8.99,8.5,9.15,7.85
5021,470,8.4,4,9.19,8.54,8.27,8.63,7.66,7.93,8.6
5022,471,8.7,3,8.3,7.09,8.15,9.51,9.81,8.8,9.02
5023,472,8.6,1,8.05,8.03,8.53,8.48,8.29,9.32,9.82
5024,473,9.4,4,8.25,9.85,9.27,9.91,8.99,9.92,9.47
5025,474,8.7,3,9.66,8.58,9.51,8.22,8.44,7.6,8.85
5026,475,8.5,3,9.6,8.87,7.8,7.43,9.74,8.33,7.56
5027,476,8.4,3,9.21,9.73,7.53,7.39,7.9,7.99,9.14
5028,477,8.4,3,9.58,7.23,7.75,9.02,8.14,9.07,7.9
5029,478,8.3,3,7.93,7.13,8.31,8.91,8.55,9.85,7.75
5030,479,8.3,5,9.22,9.28,7.24,8.79,7.45,7.8,8.19
5031,480,8.6,5,8.61,8.62,9.07,8.86,8.35,9.09,7.31
5032,481,8.7,2,9.31,9.9,9.86,7.81,8.72,8.22,7.23
5033,482,7.9,4,8.75,7.52,8.14,7.63,8.33,7.3,7.73
5034,483,7.9,4,9.12,7.1,9.35,7.52,7.78,7.49,7.18
5035,484,8.6,1,7.0,7.18,9.1,9.51,9.63,8.7,8.76
5036,485,8.2,3,8.05,9.11,8.75,7.55,9.38,7.74,7.15
5037,486,8.9,4,9.05,8.35,9.63,9.58,9.83,7.78,7.78
5038,487,8.5,1,8.93,9.32,7.31,9.33,7.66,9.23,7.72
5039,488,8.1,3,8.22,7.73,8.03,8.75,7.6,8.11,8.24
5040,489,8.3,3,7.28,8.59,8.67,9.74,7.11,8.21,8.46
5041,490,8.3,5,7.34,8.94,7.71,8.43,8.28,7.7,9.51
5042,491,8.6,5,8.7,8.79,7.1,9.41,9.81,7.62,8.62
5043,492,8.6,3,8.49,9.87,8.78,8.75,7.82,9.09,7.54
5044,493,8.4,3,9.71,8.16,7.91,7.01,8.26,8.69,8.84
5045,494,8.6,2,7.92,9.76,7.52,9.22,9.97,7.38,8.25
5046,495,9.3,1,9.25,9.9,9.44,9.65,9.0,8.09,9.44
5047,496,8.3,1,8.36,7.44,9.94,7.59,9.4,7.02,8.14
5048,497,8.5,3,8.61,9.62,7.32,7.07,7.6,8.97,9.98
5049,498,8.7,3,7.55,7.3,9.87,8.34,9.13,9.87,8.95
5050,499,8.5,3,8.24,9.35,7.64,9.88,8.09,9.03,7.06
5051,500,8.0,3,7.7,7.94,7.38,9.21,8.13,7.38,8.13
5052,501,8.5,1,9.21,7.45,7.29,10.0,8.75,9.08,7.62
5053,502,8.9,4,9.63,9.53,9.72,9.95,7.53,8.45,7.69
5054,503,8.8,1,9.76,8.89,9.55,9.05,8.25,7.78,8.16
5055,504,8.8,3,8.31,9.3,9.68,8.7,8.91,9.43,7.4
5056,505,8.0,3,7.19,7.07,7.47,8.9,8.24,7.48,9.5
5057,506,8.4,4,9.49,9.69,7.97,7.6,8.1,8.06,8.18
4925,507,7.9,4,7.02,9.04,7.68,8.33,8.7,7.19,7.15
4930,508,8.4,3,7.5,9.86,7.18,9.33,7.35,8.27,9.42
4931,509,8.5,4,7.11,8.82,9.34,8.44,8.5,9.21,8.12
5061,510,8.8,3,9.2,9.05,9.39,9.96,8.48,8.28,7.4
5062,511,8.8,4,9.67,9.97,7.92,7.71,7.73,9.26,9.05
5063,512,8.4,3,8.16,7.7,8.68,8.49,7.95,9.31,8.23
5064,513,8.7,4,9.25,9.49,8.86,9.56,7.19,8.35,8.32
5065,514,9.0,4,8.32,9.76,8.32,9.98,9.01,9.04,8.89
5066,515,8.6,2,9.33,7.21,8.19,9.28,7.07,9.77,9.48
5067,516,8.1,3,7.42,7.43,7.75,9.27,7.96,7.35,9.32
5068,517,9.0,3,8.67,8.57,9.46,7.1,9.86,9.89,9.23
4925,518,8.6,4,8.71,9.38,8.64,8.74,7.73,8.28,8.55
4930,519,8.3,3,8.23,7.58,7.03,8.81,8.45,8.39,9.82
4931,520,8.3,4,7.27,9.15,8.6,7.39,8.5,9.41,7.48
4930,521,8.4,4,8.73,8.36,7.77,7.79,9.64,8.28,8.5
4931,522,8.0,3,7.34,8.63,7.25,9.71,8.4,7.11,7.53
5074,523,8.3,3,7.95,7.1,8.62,8.73,7.47,8.98,8.94
5075,524,8.7,5,7.22,7.38,9.41,9.66,9.43,8.46,9.61
5076,525,8.5,3,7.55,8.2,9.59,8.21,8.8,8.31,8.52
5077,526,8.0,3,7.05,7.31,8.96,8.56,9.57,7.2,7.67
4925,527,8.4,3,7.28,8.37,9.12,7.95,8.41,9.57,7.92
4930,528,8.3,1,9.09,8.73,7.7,9.62,7.58,7.18,8.2
4931,529,8.5,1,7.69,9.08,8.65,9.97,8.75,7.15,8.42
5081,530,8.3,5,8.8,7.03,7.67,8.43,9.12,9.13,7.78
5082,531,8.5,2,8.82,8.77,7.83,9.26,8.19,7.99,8.3
5083,532,8.6,4,7.82,9.19,7.23,8.07,9.61,9.28,9.31
5084,533,8.1,2,7.16,9.09,9.17,7.26,9.28,7.75,7.3
5085,534,8.7,1,7.67,8.55,7.71,8.9,9.94,8.43,9.66
5086,535,8.5,3,7.1,9.07,7.81,9.68,9.66,7.12,9.2
5087,536,8.4,4,9.43,7.27,8.16,7.46,8.43,9.58,8.18
4925,537,8.4,3,9.64,8.89,9.08,7.16,7.09,8.02,8.78
4930,538,9.2,1,9.66,9.0,8.94,9.92,9.68,7.67,9.84
4931,539,8.9,2,8.06,8.19,8.57,9.92,8.4,9.9,8.92
5091,540,8.5,3,9.84,8.74,8.88,8.15,8.43,7.94,7.83
5092,541,9.3,4,9.73,9.57,9.94,7.75,9.15,9.4,9.83
5093,542,8.7,3,8.86,9.43,8.17,9.63,8.51,9.42,7.12
5094,543,8.6,5,8.84,7.6,7.36,9.32,9.74,9.17,7.9
5095,544,8.0,3,7.08,7.94,7.35,9.8,7.78,9.2,7.16
5096,545,8.7,4,7.96,8.3,9.89,9.11,8.99,8.78,7.75
4925,546,8.7,3,8.96,7.98,9.64,7.64,9.61,9.06,7.83
4930,547,8.7,3,7.89,8.73,9.64,8.69,9.46,7.24,9.52
4931,548,8.2,3,7.98,9.29,9.8,7.61,7.74,7.35,7.57
5100,549,8.9,3,8.2,9.62,9.86,9.98,9.29,7.65,7.61
5101,550,8.5,3,8.56,9.3,8.45,7.46,7.12,9.02,9.49
5102,551,8.3,4,7.79,9.87,7.53,8.1,8.2,8.5,8.31
5103,552,8.9,1,9.18,9.42,9.78,7.85,7.07,9.71,9.57
5104,553,8.3,5,7.67,9.65,7.77,7.4,9.01,7.71,8.93
5105,554,8.1,3,9.39,7.2,7.67,7.36,7.63,9.1,8.4
5106,555,8.2,5,7.95,8.76,7.15,8.52,7.19,8.27,9.77
5107,556,8.4,4,8.9,9.55,7.49,9.55,7.59,8.06,7.63
5108,557,8.0,4,8.47,8.23,7.0,8.21,7.86,8.33,7.72
5109,558,8.0,4,7.62,8.0,7.12,7.35,8.85,7.18,9.7
5110,559,7.7,5,7.68,9.24,7.48,7.29,7.06,7.85,7.26
5111,560,8.4,3,9.04,9.29,7.76,8.61,8.88,7.79,7.62
5112,561,8.5,5,8.33,9.48,7.43,8.99,8.28,7.44,9.55
5113,562,8.6,5,7.82,7.63,8.24,9.73,9.97,8.96,8.19
5114,563,8.3,3,8.01,8.6,8.54,8.4,9.07,8.36,7.35
5115,564,8.9,3,9.2,9.71,9.08,7.67,7.63,9.75,9.28
5116,565,8.4,3,9.93,7.7,9.96,8.15,8.63,7.19,7.25
5117,566,7.9,3,8.08,8.83,7.84,7.13,7.28,7.12,9.13
5118,567,8.6,4,7.96,7.49,9.63,7.9,9.27,9.96,8.22
4925,568,8.9,5,9.75,7.51,8.89,9.07,9.56,9.09,8.16
4930,569,8.6,2,7.33,9.59,9.03,9.85,9.58,7.42,7.13
4931,570,8.6,3,8.99,9.87,9.85,7.52,7.05,9.43,7.35
5122,571,8.6,3,7.58,8.87,8.36,7.45,9.3,9.39,8.93
5123,572,9.0,2,8.92,9.15,9.53,9.55,7.34,9.99,8.2
5124,573,9.2,5,7.89,8.29,8.8,9.5,9.87,9.94,9.9
5125,574,8.8,3,8.84,9.29,9.64,8.63,9.99,7.44,7.49
5126,575,8.6,5,7.92,7.63,9.9,8.89,7.99,8.49,9.16
5127,576,8.5,2,8.29,8.7,8.74,9.82,7.44,9.21,7.3
5128,577,8.7,3,7.37,9.34,9.85,8.38,9.24,8.36,8.18
5129,578,8.8,1,8.26,9.98,7.98,8.73,8.72,8.49,9.11
5130,579,8.6,5,9.45,8.07,8.75,7.25,9.47,7.83,9.57
5131,580,9.1,4,9.79,7.23,9.15,8.72,9.66,9.97,9.39
5132,581,8.7,3,7.51,8.13,8.65,9.41,8.62,8.47,9.85
5133,582,8.4,5,7.01,7.69,7.81,8.94,9.35,9.5,8.65
5134,583,9.0,5,9.63,8.36,7.71,8.57,9.78,9.75,9.46
5135,584,8.4,3,9.95,7.74,8.25,8.05,7.61,7.78,9.14
5136,585,8.1,4,7.39,7.79,8.04,7.34,9.62,8.32,7.95
5137,586,8.0,4,7.01,8.58,7.77,7.63,7.4,9.67,7.74
5138,587,8.7,4,9.04,8.11,9.82,9.14,9.53,7.38,7.73
5139,588,7.9,3,7.46,7.96,7.24,7.15,8.46,9.24,7.59
5140,589,8.2,3,7.08,8.88,8.48,7.21,7.7,9.97,7.85
5141,590,9.0,3,8.91,9.91,9.05,7.71,9.56,8.18,9.44
5142,591,8.6,3,9.49,8.8,7.65,8.35,9.04,7.15,9.74
5143,592,8.6,5,7.58,9.11,7.63,8.31,9.43,8.11,10.0
5144,593,9.2,5,7.23,9.6,9.89,9.52,9.84,8.03,9.98
5145,594,8.5,4,7.07,9.17,9.91,8.62,9.36,7.07,8.27
5110,595,8.7,5,8.53,9.72,7.27,9.93,8.24,8.01,9.38
5111,596,7.4,5,7.55,7.35,7.79,7.03,7.29,7.31,7.67
5148,597,8.2,5,7.27,9.78,7.55,8.32,8.0,8.28,8.2
5149,598,7.7,5,7.46,7.87,7.75,7.19,8.31,7.05,8.53
5150,599,8.5,4,9.15,7.75,9.72,8.66,7.5,7.21,9.44
5110,600,7.9,3,7.28,8.7,7.7,7.3,7.23,8.36,8.98
5111,601,8.4,3,7.2,9.45,8.52,7.74,8.64,7.53,9.6
5153,602,9.2,3,9.49,9.97,8.51,9.19,9.03,9.35,8.9
5154,603,8.7,4,9.02,8.28,8.85,8.69,9.38,8.27,8.69
5155,604,8.4,5,7.34,9.13,8.81,7.41,9.21,8.15,9.04
5156,605,8.5,4,7.93,9.23,8.39,7.96,8.21,8.36,9.62
5157,606,8.2,5,8.04,8.59,7.77,8.06,8.67,9.18,7.18
5158,607,8.1,3,7.03,7.61,7.42,8.22,9.75,7.05,9.7
5159,608,8.6,4,9.09,7.78,9.99,9.21,9.61,7.37,7.09
5160,609,8.8,4,9.31,7.61,9.86,8.15,7.93,9.19,9.8
5161,610,8.7,2,8.97,9.49,7.46,9.84,9.58,7.13,8.26
5162,611,8.6,4,8.55,7.95,8.6,9.31,9.83,7.66,8.47
5163,612,9.0,5,9.76,9.47,8.91,7.28,9.91,8.37,9.33
5164,613,8.6,3,9.1,9.04,8.91,8.06,7.61,9.39,7.9
5165,614,8.4,3,7.02,9.83,9.58,8.08,7.4,8.78,8.29
5166,615,8.5,4,8.28,8.23,8.08,9.11,9.56,9.39,7.02
5167,616,9.0,5,9.49,9.42,8.0,8.5,8.78,9.26,9.71
5168,617,8.3,4,9.8,8.88,7.94,9.4,7.31,7.4,7.08
5169,618,8.4,5,9.57,9.16,9.58,7.41,7.35,7.87,8.13
5163,619,8.3,3,8.34,7.39,9.94,7.33,7.06,9.86,8.23
5164,620,8.9,4,7.6,8.76,8.03,9.13,9.63,9.26,9.67
5165,621,7.9,4,7.84,7.85,8.0,7.25,7.32,9.27,7.91
5166,622,9.0,3,9.2,8.71,9.68,8.03,8.32,9.85,9.37
5167,623,8.8,4,9.5,9.28,8.68,9.12,8.8,8.88,7.27
5175,624,8.2,5,7.98,9.56,7.17,7.94,8.66,7.6,8.52
5176,625,8.8,3,7.83,7.56,9.4,8.54,9.02,9.22,9.92
5177,626,7.9,4,8.65,8.41,7.72,7.19,7.12,7.38,8.97
5178,627,8.3,4,8.23,9.05,8.94,8.72,8.4,7.42,7.28
5179,628,8.5,3,8.37,7.04,9.6,8.54,9.76,7.26,8.82
5180,629,8.5,4,8.39,7.95,7.83,9.42,8.66,7.72,9.86
5181,630,8.3,5,8.8,8.68,7.57,8.46,7.06,8.64,8.64
5182,631,8.3,3,9.32,7.5,7.85,7.28,9.28,9.63,7.26
5183,632,8.1,4,9.45,9.14,7.41,7.14,7.18,7.53,8.78
5184,633,8.4,4,8.25,7.08,8.97,9.95,7.1,9.64,7.76
5185,634,8.2,1,8.82,8.8,7.27,7.65,8.66,8.26,7.97
5186,635,8.6,4,9.0,8.51,7.64,8.05,9.38,8.88,9.01
5163,636,8.6,5,7.65,7.71,8.12,8.57,9.07,9.83,9.06
5164,637,8.0,3,8.33,7.07,8.21,8.19,8.93,8.23,7.26
5165,638,8.8,4,9.19,8.69,8.06,9.3,7.54,9.12,9.86
5166,639,9.1,4,9.17,9.75,8.26,8.95,9.32,9.51,8.6
5167,640,8.7,4,7.67,8.83,9.6,8.23,8.29,8.81,9.77
5192,641,8.8,4,8.24,9.45,7.86,8.4,7.77,9.75,9.94
5193,642,9.0,5,9.44,8.59,9.9,9.47,8.29,7.5,9.79
5194,643,8.7,3,7.45,8.42,9.03,9.03,9.51,7.63,9.91
5195,644,8.6,2,8.92,9.11,9.35,7.35,8.33,9.68,7.63
5163,645,8.3,4,7.23,9.67,7.55,9.29,8.81,8.27,7.5
5164,646,9.2,3,9.8,7.36,9.15,9.27,9.88,9.17,9.74
5165,647,8.3,4,7.81,8.84,9.48,8.34,9.1,7.15,7.41
5166,648,8.4,5,9.27,7.03,9.77,8.56,8.82,7.69,7.85
5167,649,8.5,3,7.24,8.1,8.45,9.5,9.56,7.49,9.08
5201,650,8.0,1,7.24,7.27,9.54,9.4,7.46,7.71,7.5
5202,651,8.2,4,7.93,8.32,9.85,7.04,8.43,8.5,7.22
5203,652,8.7,2,7.32,9.29,9.48,9.88,7.64,7.7,9.83
5204,653,9.0,4,8.92,8.19,9.74,8.97,9.26,8.24,9.81
5163,654,9.2,5,9.65,8.11,8.74,9.88,9.29,9.58,9.03
5164,655,8.4,3,8.73,9.04,7.22,8.64,8.01,7.45,9.49
5165,656,8.2,4,8.6,7.53,9.19,7.25,7.81,7.42,9.41
5166,657,8.5,4,8.08,9.51,8.85,7.68,7.21,9.18,8.95
5167,658,8.6,1,7.45,9.04,8.97,9.98,8.38,8.18,8.33
5210,659,8.5,4,9.35,7.12,7.4,9.68,7.55,9.64,8.99
5211,660,8.5,5,9.11,7.24,7.77,8.94,8.25,9.64,8.81
5608,1,8.6,5,8.64,8.98,8.17,9.5,8.12,9.47,7.31
5620,2,8.9,5,7.86,9.84,7.29,8.07,9.76,9.76,10.0
5624,3,8.3,2,8.14,9.33,7.08,8.74,8.14,7.82,9.15
5626,4,8.0,2,8.19,8.41,8.8,7.36,7.2,7.83,8.11
5627,5,8.6,2,9.53,7.98,9.89,8.54,7.26,9.6,7.73
5632,6,8.3,5,8.13,9.0,7.54,8.24,7.06,9.9,8.29
5633,7,9.0,2,9.66,9.83,9.43,8.16,8.57,9.93,7.64
5634,8,8.7,1,7.57,9.54,8.28,9.31,7.89,9.87,8.34
5647,9,8.1,1,7.52,8.1,7.81,9.21,7.94,8.64,7.16
5648,10,8.3,2,7.22,7.71,9.88,7.21,8.36,8.3,9.67
5657,11,8.5,2,8.92,9.59,8.01,8.15,8.1,8.12,8.73
5658,12,8.2,2,9.98,9.39,7.61,7.24,8.03,7.67,7.37
5224,13,8.6,2,9.22,8.0,7.23,8.02,9.94,8.27,9.44
5225,14,8.9,5,7.55,9.28,9.94,9.7,9.42,8.47,8.24
5226,15,8.9,1,9.12,9.73,8.99,8.22,9.69,9.22,7.21
5227,16,8.4,2,8.7,8.96,8.88,8.86,7.4,8.63,7.19
5228,17,8.4,2,7.56,9.15,7.05,9.5,9.3,7.05,9.15
5229,18,8.6,5,7.67,9.0,8.56,8.68,8.86,8.23,9.13
5230,19,8.4,3,9.75,8.15,7.83,9.3,8.16,7.97,7.56
5231,20,8.7,4,9.47,7.42,8.7,8.03,9.8,8.15,9.08
5232,21,8.3,2,9.1,7.14,8.45,9.21,7.65,8.79,7.46
5233,22,8.3,2,9.57,8.78,7.27,8.66,7.59,7.27,9.08
5234,23,8.6,2,8.08,9.39,9.56,7.36,8.11,7.5,9.98
5235,24,9.0,2,9.27,9.12,9.51,7.74,9.6,9.7,8.36
5236,25,7.9,1,7.55,7.84,7.53,9.8,7.32,7.08,8.43
5237,26,8.7,5,8.47,7.44,9.83,9.33,7.41,8.88,9.59
5238,27,8.5,2,7.6,8.8,7.44,8.39,8.32,8.91,9.83
5239,28,7.9,2,7.97,7.73,7.09,7.73,7.09,9.66,8.08
5240,29,9.0,5,8.6,9.41,8.43,9.64,9.76,9.95,7.29
5241,30,8.0,2,7.79,8.76,7.03,7.43,8.58,8.08,8.4
5242,31,8.3,2,8.18,8.7,8.51,8.9,7.13,9.27,7.7
5243,32,8.4,5,7.65,7.57,9.07,9.44,8.87,9.25,7.2
5244,33,8.1,1,7.44,8.35,8.82,7.09,7.97,9.86,7.33
5245,34,8.6,1,8.93,9.45,8.89,9.03,7.79,7.58,8.24
5246,35,8.9,5,7.77,8.36,7.99,9.97,8.18,9.96,9.91
5247,36,9.5,5,9.93,9.87,9.7,9.11,9.12,9.81,9.04
5248,37,8.6,2,9.35,8.42,7.97,9.37,8.72,9.03,7.2
5249,38,8.3,5,8.46,7.32,7.68,8.85,7.34,9.14,9.46
5250,39,8.7,2,7.4,7.07,9.25,8.84,9.88,9.22,9.17
5251,40,7.9,5,8.05,7.06,8.42,7.67,8.83,7.72,7.22
5252,41,8.5,2,7.47,8.61,7.35,9.98,8.87,7.78,9.36
5253,42,8.9,1,9.77,9.45,8.85,9.3,8.62,9.57,7.07
5254,43,8.5,2,7.38,7.74,9.22,7.73,9.46,9.84,7.79
5255,44,8.6,2,8.86,9.32,9.2,8.68,8.98,7.67,7.6
5256,45,8.9,1,9.62,8.6,9.52,9.48,7.67,8.63,8.99
5257,46,9.0,2,8.43,8.93,8.68,8.17,9.85,9.61,9.49
5258,47,8.5,5,9.17,8.88,9.28,8.36,7.76,8.79,7.51
5259,48,8.9,4,8.55,10.0,9.24,7.48,9.62,8.54,8.96
5260,49,8.5,2,8.45,8.48,9.46,8.45,8.48,7.14,9.35
5261,50,9.0,1,7.52,8.94,9.2,9.45,9.9,9.33,8.8
5262,51,8.4,2,7.33,7.03,9.37,9.42,9.1,8.32,8.29
5263,52,9.1,5,7.54,9.82,7.92,8.97,9.28,9.92,10.0
5264,53,8.5,5,9.54,7.3,9.69,9.5,7.32,7.88,7.94
5265,54,8.5,5,7.63,9.35,7.38,7.89,8.88,9.09,9.44
5266,55,8.2,2,7.36,7.73,8.65,7.24,8.85,9.25,8.21
5267,56,8.8,2,9.15,7.3,8.24,9.62,9.88,8.68,8.8
5268,57,8.7,1,7.44,9.88,7.78,8.88,9.48,7.23,9.95
5269,58,8.7,4,9.21,7.9,7.71,8.51,9.97,9.38,8.11
5270,59,8.7,5,9.55,9.44,8.61,9.7,8.65,7.64,7.1
5271,60,8.4,1,9.73,8.56,7.14,7.83,9.67,7.94,8.26
5272,61,8.3,1,7.62,9.85,8.53,7.43,7.53,7.6,9.52
5273,62,8.2,2,7.33,8.19,8.18,7.23,9.52,7.52,9.64
5274,63,8.5,2,9.93,7.34,8.98,7.81,8.5,9.24,7.86
5275,64,8.3,2,7.93,8.14,7.3,8.46,9.78,9.56,7.11
5276,65,7.8,5,7.06,7.41,7.07,8.48,9.46,7.82,7.59
5277,66,8.7,2,8.85,9.11,8.65,8.98,9.56,7.87,7.69
5278,67,8.1,5,8.55,7.4,8.15,7.24,7.09,9.74,8.4
5279,68,8.4,2,7.31,9.95,8.18,8.5,7.84,8.11,9.1
5280,69,8.1,5,7.41,9.31,8.78,7.17,7.41,7.78,8.82
5281,70,8.8,5,9.12,7.72,9.09,9.42,8.21,9.77,8.05
5282,71,8.3,2,7.27,9.75,8.03,7.71,7.65,9.99,7.77
5283,72,8.8,5,8.75,7.82,7.11,9.79,9.37,8.72,9.96
5284,73,8.1,5,7.3,7.72,8.82,7.04,8.03,8.55,9.36
5285,74,8.7,5,9.21,9.5,7.32,7.57,9.7,9.91,7.61
5286,75,8.9,5,9.83,8.71,9.62,9.04,9.65,7.73,7.99
5287,76,8.6,4,8.53,7.97,9.2,9.26,9.04,8.47,7.4
5288,77,8.8,2,8.09,7.98,9.99,7.89,9.8,9.16,8.99
5289,78,8.2,2,7.28,8.41,7.96,7.67,8.5,7.95,9.52
5290,79,8.7,1,8.57,9.71,8.17,8.2,8.08,8.18,9.99
5291,80,8.7,1,8.16,9.62,8.07,7.33,9.79,9.68,8.41
5292,81,8.2,2,7.93,8.2,9.41,7.32,7.87,7.2,9.42
5293,82,8.3,2,7.21,7.96,9.42,7.44,9.12,8.31,8.92
5294,83,8.9,1,9.75,8.89,8.29,9.88,9.81,7.65,8.25
5295,84,9.2,1,9.91,8.93,8.55,8.46,9.22,9.56,9.69
5296,85,8.0,5,7.05,7.43,8.46,8.7,7.6,9.62,7.34
5297,86,8.2,4,9.55,7.28,8.76,8.16,7.62,7.97,8.11
5298,87,9.1,2,9.55,9.96,8.89,8.83,8.27,9.18,9.26
5299,88,8.6,5,8.41,9.67,8.86,9.08,7.08,9.09,8.03
5300,89,8.1,5,8.01,8.47,8.24,9.2,7.13,8.8,7.04
5301,90,8.5,2,7.28,9.28,8.38,9.34,9.73,7.19,8.22
5302,91,8.4,5,8.86,9.15,7.32,8.94,7.91,9.6,7.31
5303,92,8.7,4,9.54,9.05,8.75,7.14,9.84,8.97,7.7
5304,93,8.3,2,7.52,9.99,7.65,7.49,9.72,8.83,7.14
5305,94,8.6,5,8.32,9.11,9.09,8.88,8.89,7.47,8.35
5306,95,8.1,5,7.14,9.36,7.19,8.32,7.47,8.39,9.1
5307,96,8.6,3,9.97,9.7,8.43,7.96,7.14,8.41,8.9
5308,97,8.6,5,8.36,9.03,9.72,9.22,7.21,9.31,7.57
5309,98,8.0,2,7.25,9.52,8.78,7.4,7.35,8.19,7.36
5310,99,8.8,4,9.01,8.23,9.49,9.38,9.81,7.78,7.94
5311,100,8.9,5,9.53,8.87,9.84,9.31,8.04,8.51,8.09
5312,101,8.0,5,9.0,7.65,7.32,7.38,8.05,8.93,7.55
5313,102,8.3,5,9.88,7.42,8.87,7.24,8.28,7.1,9.58
5314,103,7.8,5,7.03,7.26,7.81,8.78,7.73,7.64,8.07
5315,104,8.2,5,8.45,7.06,8.71,9.32,8.03,7.54,8.19
5316,105,8.8,1,8.3,7.57,8.69,9.19,9.03,8.86,9.81
5317,106,8.0,1,7.53,7.94,7.19,8.03,8.11,8.57,8.31
5318,107,8.6,2,8.99,9.19,8.61,8.97,7.43,7.53,9.41
5319,108,8.2,1,7.17,8.08,8.97,9.11,7.62,9.23,7.51
5320,109,8.9,5,9.47,9.46,8.31,8.4,9.74,9.91,7.16
5321,110,8.4,2,8.36,7.77,7.19,9.52,9.75,8.36,7.53
5322,111,7.9,2,7.48,7.49,7.04,7.84,8.54,7.34,9.3
5323,112,8.3,2,9.0,9.82,9.67,7.34,7.74,7.27,7.16
5324,113,8.5,1,8.7,9.43,8.49,9.34,7.87,8.1,7.26
5325,114,8.4,2,8.59,8.38,9.74,8.24,7.53,8.12,8.22
5326,115,8.3,5,8.72,8.99,7.06,8.71,7.77,9.18,7.61
5327,116,8.4,2,7.06,8.95,7.29,8.54,7.59,9.71,9.37
5328,117,8.4,2,7.59,9.4,8.51,9.35,7.07,8.36,8.75
5329,118,8.7,2,7.52,8.49,8.91,8.46,9.4,8.61,9.23
5330,119,9.0,5,7.85,10.0,9.75,9.49,9.11,9.85,7.1
5331,120,8.3,5,8.41,8.41,7.57,8.89,7.5,9.93,7.33
5332,121,8.4,2,7.38,8.88,9.07,7.96,8.73,8.3,8.83
5333,122,8.0,2,7.69,7.57,9.54,7.29,7.26,7.43,9.01
5334,123,8.4,5,9.71,8.26,8.58,7.27,7.68,9.86,7.48
5335,124,8.4,2,7.2,7.0,7.06,9.16,8.53,9.81,9.93
5336,125,8.5,2,8.97,8.58,8.25,8.89,9.78,7.76,7.22
5337,126,8.1,2,7.47,7.69,7.53,8.92,8.29,8.74,7.94
5338,127,8.2,5,7.55,9.18,8.4,7.07,7.27,8.19,9.79
5339,128,8.6,2,9.41,8.69,8.64,7.07,9.97,8.42,7.72
5340,129,8.8,5,8.12,9.54,9.91,7.68,7.36,9.7,9.56
5341,130,8.6,1,9.53,8.22,9.06,7.99,8.6,7.56,9.31
5608,131,8.1,5,7.07,8.29,8.04,8.75,9.31,8.03,7.23
5620,132,7.9,2,8.16,7.87,7.22,8.65,8.42,7.27,7.54
5624,133,8.4,2,7.62,9.55,9.27,8.45,8.05,7.85,8.14
5626,134,8.5,5,9.22,8.02,8.34,8.83,7.9,7.37,9.85
5627,135,8.6,4,8.55,8.01,9.4,9.7,8.08,7.97,8.22
5632,136,8.9,4,8.24,9.94,9.25,7.76,8.43,9.53,9.15
5633,137,8.1,2,7.53,7.6,9.28,7.12,8.87,8.94,7.07
5634,138,8.6,2,8.18,8.12,7.35,9.61,9.6,8.24,8.8
5647,139,9.0,2,9.33,9.86,9.91,9.86,8.9,7.09,7.97
5648,140,8.0,1,8.69,7.06,8.5,8.38,8.65,7.76,7.29
5657,141,8.2,5,7.53,7.4,9.18,8.77,8.9,7.84,7.9
5658,142,8.2,4,8.0,8.68,7.09,7.66,9.59,8.59,7.65
5354,143,8.0,5,8.69,7.2,7.16,7.63,9.5,8.08,7.58
5355,144,8.8,4,9.24,9.86,8.73,7.45,9.42,7.36,9.4
5356,145,8.5,5,8.35,8.23,8.91,7.72,9.91,7.89,8.63
5357,146,8.4,2,7.61,7.62,7.47,9.4,8.4,9.09,9.19
5358,147,8.8,5,8.47,9.03,9.0,9.01,8.09,8.54,9.8
5359,148,8.4,5,8.47,9.05,7.74,9.19,8.81,7.88,7.99
5360,149,8.4,4,7.74,8.76,8.7,9.67,8.37,8.23,7.52
5361,150,8.3,1,7.44,8.96,9.1,7.02,9.22,7.46,8.67
5362,151,7.9,5,8.45,7.81,7.58,7.46,7.74,8.39,7.77
